čь̀rnъ	adj. o	b	čь̀rnъ 		Grammatical information: adj. o 	čь̀rnъ 
rỳti	v.	a	Bulgarian:	ríja	[verb]	rỳti 
rỳti	v.	a	Lithuanian:	ráuti	[verb]	rỳti 
rỳti	v.	a	Latvian:	raût	[verb]	rỳti 
rỳti	v.	a	Other cognates:	rūta caesa	[Nompn]	rỳti 
sīdlò	n. o	b	sīdlò 		Grammatical information: n. o 	sīdlò 
sīdlò	n. o	b	Grammatical information:		Accent paradigm: b 	sīdlò 
sīdlò	n. o	b	Old Church Slavic:	silo	[n o]	sīdlò 
sīdlò	n. o	b	Russian:	siló	[n o]	sīdlò 
sīdlò	n. o	b	Old Russian:	silo	[n o]	sīdlò 
sīdlò	n. o	b	Polish:	sidɫo	[n o]	sīdlò 
sīdlò	n. o	b	Lithuanian:	ãtsailė	[f ē]	sīdlò 
sīdlò	n. o	b	Latvian:	saiklis	[m io]	sīdlò 
sīdlò	n. o	b	Other cognates:	seil	[n]	sīdlò 
śěrъ	adj. o		śěrъ 		Grammatical information: adj. o 	śěrъ 
śěrъ	adj. o		Church Slavic:	sěrъ	[adj o]	śěrъ 
śěrъ	adj. o		Russian:	séryj	[adj o]	śěrъ 
śěrъ	adj. o		Ukrainian:	síryj	[adj o]	śěrъ 
śěrъ	adj. o		Czech:	šerý	[adj o]	śěrъ 
śěrъ	adj. o		Old Czech:	šěrý	[adj o]	śěrъ 
śěrъ	adj. o		Slovak:	šerý	[adj o]	śěrъ 
śěrъ	adj. o		Polish:	szary	[adj o]	śěrъ 
śěrъ	adj. o		Upper Sorbian:	šěry	[adj o]	śěrъ 
śěrъ	adj. o		Slovene:	sę́r	[adj o]	śěrъ 
śěrъ	adj. o		Other cognates:	hárr	[adj]	śěrъ 
sъ̀nъ	m. o	b	sъ̀nъ 		Grammatical information: m. o 	sъ̀nъ 
sъ̀nъ	m. o	b	Grammatical information:		Accent paradigm: b 	sъ̀nъ 
sъ̀nъ	m. o	b	Old Church Slavic:	sъnъ	[m o]	sъ̀nъ 
sъ̀nъ	m. o	b	Russian:	son	[m o]	sъ̀nъ 
sъ̀nъ	m. o	b	Czech:	sen	[m o]	sъ̀nъ 
sъ̀nъ	m. o	b	Slovak:	sen	[m o]	sъ̀nъ 
sъ̀nъ	m. o	b	Polish:	sen	[m o]	sъ̀nъ 
sъ̀nъ	m. o	b	Upper Sorbian:	són	[m o]	sъ̀nъ 
sъ̀nъ	m. o	b	Serbo-Croatian:	sȁn	[m o]	sъ̀nъ 
sъ̀nъ	m. o	b	Slovene:	sǝ̀n	[m o]	sъ̀nъ 
sъ̀nъ	m. o	b	Bulgarian:	săn	[m o]	sъ̀nъ 
sъ̀nъ	m. o	b	Lithuanian:	sãpnas	[m o]	sъ̀nъ 
sъ̀nъ	m. o	b	Latvian:	sapnis	[m io]	sъ̀nъ 
sъ̀nъ	m. o	b	Other cognates:	svápna-	[m o]	sъ̀nъ 
sъ̏lnьce	n. jo	c	sъ̏lnьce 		Grammatical information: n. jo 	sъ̏lnьce 
sъ̏lnьce	n. jo	c	Grammatical information:		Accent paradigm: c 	sъ̏lnьce 
sъ̏lnьce	n. jo	c	Old Church Slavic:	slъnьce	[n jo]	sъ̏lnьce 
sъ̏lnьce	n. jo	c	Russian:	sólnce	[n jo]	sъ̏lnьce 
sъ̏lnьce	n. jo	c	Czech:	slunce	[n jo]	sъ̏lnьce 
sъ̏lnьce	n. jo	c	Slovak:	slnce	[n jo]	sъ̏lnьce 
sъ̏lnьce	n. jo	c	Polish:	sɫońce	[n jo]	sъ̏lnьce 
sъ̏lnьce	n. jo	c	Serbo-Croatian:	sȗnce	[n jo]	sъ̏lnьce 
sъ̏lnьce	n. jo	c	Slovene:	sȏɫnce	[n jo]	sъ̏lnьce 
sъ̏lnьce	n. jo	c	Bulgarian:	slắnce	[n jo]	sъ̏lnьce 
sъ̏lnьce	n. jo	c	Lithuanian:	sáulė	[f ē]	sъ̏lnьce 
sъ̏lnьce	n. jo	c	Latvian:	saũle	[f ē]	sъ̏lnьce 
sъ̏lnьce	n. jo	c	Other cognates:	svàr- (súvar-)	[n]	sъ̏lnьce 
sъ	prep./pref.		sъ(n) 		Grammatical information: prep./pref. 	sъ(n) 
sъ	prep./pref.		Old Church Slavic:	sъ	[prep]	sъ(n) 
sъ	prep./pref.		Russian:	s(o)	[prep/pref]	sъ(n) 
sъ	prep./pref.		Czech:	s(e)	[prep/pref]	sъ(n) 
sъ	prep./pref.		Slovak:	s(e)	[prep/pref]	sъ(n) 
sъ	prep./pref.		Polish:	z(e)	[prep/pref]	sъ(n) 
sъ	prep./pref.		Serbo-Croatian:	s(a)	[prep/pref]	sъ(n) 
sъ	prep./pref.		Slovene:	s(ǝ̀)	[prep/pref]	sъ(n) 
sъ	prep./pref.		Bulgarian:	s(ăs)	[prep/pref]	sъ(n) 
sъ	prep./pref.		Other cognates:	sám	[prev/prep]	sъ(n) 
sъdòrvъ	adj. o	a	sъdòrvъ 		Grammatical information: adj. o 	sъdòrvъ 
sъdòrvъ	adj. o	a	Grammatical information:		Accent paradigm: a 	sъdòrvъ 
sъdòrvъ	adj. o	a	Old Church Slavic:	sъdravъ	[adj o]	sъdòrvъ 
sъdòrvъ	adj. o	a	Russian:	zdoróvyj	[adj o]	sъdòrvъ 
sъdòrvъ	adj. o	a	Old Russian:	zdorovъ	[adj o]	sъdòrvъ 
sъdòrvъ	adj. o	a	Czech:	zdravý	[adj o]	sъdòrvъ 
sъdòrvъ	adj. o	a	Slovak:	zdravý	[adj o]	sъdòrvъ 
sъdòrvъ	adj. o	a	Polish:	zdrowy	[adj o]	sъdòrvъ 
sъdòrvъ	adj. o	a	Old Polish:	strowy	[adj o]	sъdòrvъ 
sъdòrvъ	adj. o	a	Upper Sorbian:	strowy	[adj o]	sъdòrvъ 
sъdòrvъ	adj. o	a	Lower Sorbian:	strowy	[adj o]	sъdòrvъ 
sъdòrvъ	adj. o	a	Serbo-Croatian:	zdrȁv	[adj o]	sъdòrvъ 
sъdòrvъ	adj. o	a	Slovene:	zdràv	[adj o]	sъdòrvъ 
sъdòrvъ	adj. o	a	Bulgarian:	zdrav	[adj o]	sъdòrvъ 
sъdòrvъ	adj. o	a	Other cognates:	dhruvá-	[adj]	sъdòrvъ 
sъlъ	m. o		sъlъ 		Grammatical information: m. o 	sъlъ 
sъlъ	m. o		Old Church Slavic:	sъlъ	[m o]	sъlъ 
sъlъ	m. o		Old Russian:	sъlъ	[m o]	sъlъ 
sъlъ	m. o		Slovene:	sǝ̀ɫ	[m o]	sъlъ 
sъlъ	m. o		Other cognates:	saljan	[verb]	sъlъ 
sъlàti	v.	b	sъlàti 		Grammatical information: v. 	sъlàti 
sъlàti	v.	b	Grammatical information:		Accent paradigm: b 	sъlàti 
sъlàti	v.	b	Old Church Slavic:	sъlati	[verb]	sъlàti 
sъlàti	v.	b	Russian:	slat'	[verb]	sъlàti 
sъlàti	v.	b	Czech:	sláti	[verb]	sъlàti 
sъlàti	v.	b	Slovak:	poslat'	[verb]	sъlàti 
sъlàti	v.	b	Polish:	sɫać	[verb]	sъlàti 
sъlàti	v.	b	Serbo-Croatian:	slȁti	[verb]	sъlàti 
sъlàti	v.	b	Slovene:	posláti	[verb]	sъlàti 
sъlàti	v.	b	Other cognates:	saljan	[verb]	sъlàti 
sъlojь	m. jo		sъlojь 		Grammatical information: m. jo 	sъlojь 
sъlojь	m. jo		Russian:	sloj	[m jo]	sъlojь 
sъlojь	m. jo		Ukrainian:	slij	[m jo]	sъlojь 
sъlojь	m. jo		Czech:	sloj	[f i]	sъlojь 
sъlojь	m. jo		Slovak:	sloj	[m jo]	sъlojь 
sъlojь	m. jo		Polish:	sɫój	[m jo]	sъlojь 
sъlojь	m. jo		Serbo-Croatian:	slȏj	[m jo]	sъlojь 
sъlojь	m. jo		Slovene:	slòj	[m jo]	sъlojь 
sъlojь	m. jo		Bulgarian:	sloj	[m jo]	sъlojь 
sъmьrtь	f. i		sъmьrtь 		Grammatical information: f. i 	sъmьrtь 
sъmьrtь	f. i		Old Church Slavic:	sъmrьtь	[f i]	sъmьrtь 
sъmьrtь	f. i		Russian:	smert'	[f i]	sъmьrtь 
sъmьrtь	f. i		Czech:	smrt	[f i]	sъmьrtь 
sъmьrtь	f. i		Slovak:	smrt'	[f i]	sъmьrtь 
sъmьrtь	f. i		Polish:	śmierć	[f i]	sъmьrtь 
sъmьrtь	f. i		Serbo-Croatian:	smȑt	[f i]	sъmьrtь 
sъmьrtь	f. i		Slovene:	smr̀t	[f i]	sъmьrtь 
sъmьrtь	f. i		Bulgarian:	smărt	[f i]	sъmьrtь 
sъmьrtь	f. i		Lithuanian:	mirtìs	[f i]	sъmьrtь 
sъmьrtь	f. i		Other cognates:	mors	[f]	sъmьrtь 
sъmè̌ti	v.	a	sъmè̌ti 		Grammatical information: v. 	sъmè̌ti 
sъmè̌ti	v.	a	Grammatical information:		Accent paradigm: a 	sъmè̌ti 
sъmè̌ti	v.	a	Old Church Slavic:	sъměti	[verb]	sъmè̌ti 
sъmè̌ti	v.	a	Russian:	smet'	[verb]	sъmè̌ti 
sъmè̌ti	v.	a	Czech:	směti	[verb]	sъmè̌ti 
sъmè̌ti	v.	a	Old Czech:	směti	[verb]	sъmè̌ti 
sъmè̌ti	v.	a	Slovak:	smiet'	[verb]	sъmè̌ti 
sъmè̌ti	v.	a	Polish:	śmieć	[verb]	sъmè̌ti 
sъmè̌ti	v.	a	Serbo-Croatian:	smjȅti	[verb]	sъmè̌ti 
sъmè̌ti	v.	a	Slovene:	smẹ́ti	[verb]	sъmè̌ti 
sъmè̌ti	v.	a	Bulgarian:	sméja	[verb]	sъmè̌ti 
sъmè̌ti	v.	a	Other cognates:	mōʮs	[m]	sъmè̌ti 
sъn	prep./pref.		sъ(n) 		Grammatical information: prep./pref. 	sъ(n) 
sъn	prep./pref.		Old Church Slavic:	sъ	[prep]	sъ(n) 
sъn	prep./pref.		Russian:	s(o)	[prep/pref]	sъ(n) 
sъn	prep./pref.		Czech:	s(e)	[prep/pref]	sъ(n) 
sъn	prep./pref.		Slovak:	s(e)	[prep/pref]	sъ(n) 
sъn	prep./pref.		Polish:	z(e)	[prep/pref]	sъ(n) 
sъn	prep./pref.		Serbo-Croatian:	s(a)	[prep/pref]	sъ(n) 
sъn	prep./pref.		Slovene:	s(ǝ̀)	[prep/pref]	sъ(n) 
sъn	prep./pref.		Bulgarian:	s(ăs)	[prep/pref]	sъ(n) 
sъn	prep./pref.		Other cognates:	sám	[prev/prep]	sъ(n) 
sъpъ	m. o		sъpъ 		Grammatical information: m. o 	sъpъ 
sъpъ	m. o		Russian:	sop	[m o]	sъpъ 
sъpъ	m. o		Old Russian:	sъpъ	[m o]	sъpъ 
sъpъ	m. o		Slovene:	sèp	[m o/u]	sъpъ 
sъpъ	m. o		Other cognates:	supāre	[verb]	sъpъ 
sъpati	v.		sъpati 		Grammatical information: v. 	sъpati 
sъpati	v.		Old Church Slavic:	sъpati	[verb]	sъpati 
sъpati	v.		Russian:	spat'	[verb]	sъpati 
sъpati	v.		Czech:	spáti	[verb]	sъpati 
sъpati	v.		Slovak:	spat'	[verb]	sъpati 
sъpati	v.		Polish:	spać	[verb]	sъpati 
sъpati	v.		Serbo-Croatian:	spȁti	[verb]	sъpati 
sъpati	v.		Slovene:	spáti	[verb]	sъpati 
sъpati	v.		Bulgarian:	spja	[verb]	sъpati 
sъpati	v.		Other cognates:	svápati-	[verb]	sъpati 
sъporъ	m. o		I.		Grammatical information: m. o 	sъporъ 
sъporъ	m. o		Church Slavic:	sъporъ	[m o]	sъporъ 
sъporъ	m. o		Russian:	spor	[m o]	sъporъ 
sъporъ	m. o		Ukrainian:	spir	[m o]	sъporъ 
sъporъ	m. o		Czech:	spor	[m o]	sъporъ 
sъporъ	m. o		Slovak:	spor	[m o]	sъporъ 
sъporъ	m. o		Polish:	spór	[m o]	sъporъ 
sъporъ	m. o		Slovene:	spòr	[m o]	sъporъ 
sъporъ	m. o		Bulgarian:	spor	[m o]	sъporъ 
sъporъ	m. o		Other cognates:	pŕ̯t-	[f]	sъporъ 
sъporъ	m. o		II.	pŕ̯t-	Grammatical information: adj. o 	sъporъ 
sъporъ	m. o		Church Slavic:	sporъ	[adj o]	sъporъ 
sъporъ	m. o		Russian:	spóryj	[adj o]	sъporъ 
sъporъ	m. o		Czech:	sporý	[adj o]	sъporъ 
sъporъ	m. o		Polish:	spory	[adj o]	sъporъ 
sъporъ	m. o		Serbo-Croatian:	spȍr	[adj o]	sъporъ 
sъporъ	m. o		Slovene:	spòr	[adj o]	sъporъ 
sъrěsti	v.		sъrěsti 		Grammatical information: v. 	sъrěsti 
sъrěsti	v.		Old Church Slavic:	sъrěsti	[verb]	sъrěsti 
sъrěsti	v.		Russian:	obrestí	[verb]	sъrěsti 
sъrěsti	v.		Old Polish:	pośrześć	[verb]	sъrěsti 
sъrěsti	v.		Serbo-Croatian:	srȅsti	[verb]	sъrěsti 
sъrěsti	v.		Slovene:	srẹ́sti	[verb]	sъrěsti 
sъrěsti	v.		Notes:	surė̃sti	[verb]	sъrěsti 
sъsàti	v.		sъsàti 		Grammatical information: v. 	sъsàti 
sъsàti	v.		Old Church Slavic:	sъsati	[verb]	sъsàti 
sъsàti	v.		Russian:	sosát'	[verb]	sъsàti 
sъsàti	v.		Czech:	sáti	[verb]	sъsàti 
sъsàti	v.		Old Czech:	ssáti	[verb]	sъsàti 
sъsàti	v.		Slovak:	sat'	[verb]	sъsàti 
sъsàti	v.		Polish:	ssać	[verb]	sъsàti 
sъsàti	v.		Serbo-Croatian:	sȁti	[verb]	sъsàti 
sъsàti	v.		Slovene:	sǝsáti	[verb]	sъsàti 
sъsàti	v.		Latvian:	sùkt	[verb]	sъsàti 
sъsàti	v.		Other cognates:	súga	[verb]	sъsàti 
sъtȏ	num.	c	sъtȏ 		Grammatical information: num. 	sъtȏ 
sъtȏ	num.	c	Grammatical information:		Accent paradigm: c 	sъtȏ 
sъtȏ	num.	c	Old Church Slavic:	sъto	[num o]	sъtȏ 
sъtȏ	num.	c	Russian:	sto	[num o]	sъtȏ 
sъtȏ	num.	c	Czech:	sto	[num o]	sъtȏ 
sъtȏ	num.	c	Slovak:	sto	[num o]	sъtȏ 
sъtȏ	num.	c	Polish:	sto	[num o]	sъtȏ 
sъtȏ	num.	c	Serbo-Croatian:	stȏ	[num o]	sъtȏ 
sъtȏ	num.	c	Slovene:	stọ̑	[num o]	sъtȏ 
sъtȏ	num.	c	Bulgarian:	sto	[num o]	sъtȏ 
sъtȏ	num.	c	Lithuanian:	šim̃tas	[num o]	sъtȏ 
sъtȏ	num.	c	Latvian:	sìmts	[num o]	sъtȏ 
sъtȏ	num.	c	Other cognates:	śatá-	[num]	sъtȏ 
sъxnǫti	v.		sъxnǫti 		Grammatical information: v. 	sъxnǫti 
sъxnǫti	v.		Old Church Slavic:	sьxněaše	[3sg impf]	sъxnǫti 
sъxnǫti	v.		Russian:	sóxnut'	[verb]	sъxnǫti 
sъxnǫti	v.		Czech:	schnouti	[verb]	sъxnǫti 
sъxnǫti	v.		Slovak:	schnúti	[verb]	sъxnǫti 
sъxnǫti	v.		Polish:	schnąć	[verb]	sъxnǫti 
sъxnǫti	v.		Serbo-Croatian:	sàhnuti	[verb]	sъxnǫti 
sъxnǫti	v.		Slovene:	sǝhníti	[verb]	sъxnǫti 
sъxnǫti	v.		Bulgarian:	sắxna	[verb]	sъxnǫti 
sъxnǫti	v.		Lithuanian:	saũsinti	[verb]	sъxnǫti 
sъxnǫti	v.		Other cognates:	śuṣyáti	[verb]	sъxnǫti 
sь̑rdьce	n. jo	c	sь̑rdьce 		Grammatical information: n. jo 	sь̑rdьce 
sь̑rdьce	n. jo	c	Grammatical information:		Accent paradigm: c 	sь̑rdьce 
sь̑rdьce	n. jo	c	Old Church Slavic:	srьdьce	[n jo]	sь̑rdьce 
sь̑rdьce	n. jo	c	Russian:	sérdce	[n jo]	sь̑rdьce 
sь̑rdьce	n. jo	c	Czech:	srdce	[n jo]	sь̑rdьce 
sь̑rdьce	n. jo	c	Slovak:	srdce	[n jo]	sь̑rdьce 
sь̑rdьce	n. jo	c	Polish:	serce	[n jo]	sь̑rdьce 
sь̑rdьce	n. jo	c	Old Polish:	sierce	[n jo]	sь̑rdьce 
sь̑rdьce	n. jo	c	Serbo-Croatian:	sȑce	[n jo]	sь̑rdьce 
sь̑rdьce	n. jo	c	Slovene:	srcę̑	[n jo]	sь̑rdьce 
sь̑rdьce	n. jo	c	Bulgarian:	sărcé	[n jo]	sь̑rdьce 
sь̑rdьce	n. jo	c	Lithuanian:	širdìs	[f i]	sь̑rdьce 
sь̑rdьce	n. jo	c	Latvian:	siȓds	[f i]	sь̑rdьce 
sь̑rdьce	n. jo	c	Other cognates:	hŕ̯d-	[n]	sь̑rdьce 
sь	prn.		sь 		Grammatical information: prn. 	sь 
sь	prn.		Old Church Slavic:	sь	[prn]	sь 
sь	prn.		Russian:	sej	[prn]	sь 
sь	prn.		Old Russian:	sь	[prn]	sь 
sь	prn.		Slovene:	sej	[prn]	sь 
sь	prn.		Lithuanian:	šìs	[prn]	sь 
sь	prn.		Latvian:	šis	[prn]	sь 
sь	prn.		Old Prussian:	schis	[prn]	sь 
sь	prn.		Other cognates:	kās	[prn]	sь 
sьcati	v.		sьcati 		Grammatical information: v. 	sьcati 
sьcati	v.		Church Slavic:	sьcati	[verb]	sьcati 
sьcati	v.		Russian:	scat'	[verb]	sьcati 
sьcati	v.		Ukrainian:	scjáty	[verb]	sьcati 
sьcati	v.		Czech:	scáti	[verb]	sьcati 
sьcati	v.		Polish:	szczać	[verb]	sьcati 
sьcati	v.		Slovene:	scáti	[verb]	sьcati 
sьcati	v.		Other cognates:	siñcáti	[verb]	sьcati 
sьršenь	m. jo		sьršenь 		Grammatical information: m. jo 	sьršenь 
sьršenь	m. jo		Church Slavic:	s(t)rьšenь	[m jo]	sьršenь 
sьršenь	m. jo		Russian:	šéršen'	[m jo]	sьršenь 
sьršenь	m. jo		Old Russian:	sьršenь	[m jo]	sьršenь 
sьršenь	m. jo		Czech:	sršeň	[m jo]	sьršenь 
sьršenь	m. jo		Slovak:	sršeň	[m jo]	sьršenь 
sьršenь	m. jo		Polish:	szerszeń	[m jo]	sьršenь 
sьršenь	m. jo		Old Polish:	sierszeń	[m jo]	sьršenь 
sьršenь	m. jo		Serbo-Croatian:	sȑšljēnj	[m jo]	sьršenь 
sьršenь	m. jo		Slovene:	sŕšen	[m o]	sьršenь 
sьršenь	m. jo		Lithuanian:	širšuo	[m n]	sьršenь 
sьršenь	m. jo		Latvian:	siȓsuonis	[m io]	sьršenь 
sьršenь	m. jo		Old Prussian:	sirsilis	[m io]	sьršenь 
sьršenь	m. jo		Other cognates:	crābrō	[m]	sьršenь 
sьrna	f. ā		sьrna 		Grammatical information: f. ā 	sьrna 
sьrna	f. ā		Church Slavic:	srъna	[f ā]	sьrna 
sьrna	f. ā		Russian:	sérna	[f ā]	sьrna 
sьrna	f. ā		Old Russian:	sьrna	[f ā]	sьrna 
sьrna	f. ā		Czech:	srna	[f ā]	sьrna 
sьrna	f. ā		Slovak:	srna	[f ā]	sьrna 
sьrna	f. ā		Polish:	sarna	[f ā]	sьrna 
sьrna	f. ā		Serbo-Croatian:	sŕna	[f ā]	sьrna 
sьrna	f. ā		Slovene:	sŕna	[f ā]	sьrna 
sьrna	f. ā		Bulgarian:	sărná	[f ā]	sьrna 
sьrna	f. ā		Lithuanian:	stìrna	[f ā]	sьrna 
sьrna	f. ā		Latvian:	stir̃na	[f ā]	sьrna 
sȃdъ	m. o	c	sȃdъ 		Grammatical information: m. o 	sȃdъ 
sȃdъ	m. o	c	Grammatical information:		Accent paradigm: c 	sȃdъ 
sȃdъ	m. o	c	Old Church Slavic:	sadъ	[m o]	sȃdъ 
sȃdъ	m. o	c	Russian:	sad	[m o]	sȃdъ 
sȃdъ	m. o	c	Old Russian:	sadъ	[m o]	sȃdъ 
sȃdъ	m. o	c	Czech:	sad	[m o]	sȃdъ 
sȃdъ	m. o	c	Slovak:	sad	[m o]	sȃdъ 
sȃdъ	m. o	c	Serbo-Croatian:	sȃd	[m o]	sȃdъ 
sȃdъ	m. o	c	Slovene:	sȃd	[m o]	sȃdъ 
sȃdъ	m. o	c	Lithuanian:	sõdas	[m o]	sȃdъ 
sȃdъ	m. o	c	Latvian:	sàds	[m o]	sȃdъ 
sadìti	v.	c	sadìti 		Grammatical information: v. 	sadìti 
sadìti	v.	c	Grammatical information:		Accent paradigm: c 	sadìti 
sadìti	v.	c	Old Church Slavic:	saditi	[verb]	sadìti 
sadìti	v.	c	Russian:	sadít'	[verb]	sadìti 
sadìti	v.	c	Czech:	saditi	[verb]	sadìti 
sadìti	v.	c	Slovak:	sadit'	[verb]	sadìti 
sadìti	v.	c	Polish:	sadzić	[verb]	sadìti 
sadìti	v.	c	Slovincian:	sãʒăc	[verb]	sadìti 
sadìti	v.	c	Serbo-Croatian:	sáditi	[verb]	sadìti 
sadìti	v.	c	Slovene:	sadíti	[verb]	sadìti 
sadìti	v.	c	Bulgarian:	sadjá	[verb]	sadìti 
sadìti	v.	c	Lithuanian:	sodìnti	[verb]	sadìti 
sadìti	v.	c	Old Prussian:	saddinna	[3sg]	sadìti 
sadìti	v.	c	Other cognates:	sādáyati	[verb]	sadìti 
sanь	f. i		sanь 		Grammatical information: f. i 	sanь 
sanь	f. i		Church Slavic:	sanь	[f i]	sanь 
sanь	f. i		Russian:	sáni	[Nompf i]	sanь 
sanь	f. i		Old Russian:	sani	[Nompf i]	sanь 
sanь	f. i		Ukrainian:	sány	[Nompf i]	sanь 
sanь	f. i		Czech:	sáně	[Nompf i]	sanь 
sanь	f. i		Polish:	sanie	[f i]	sanь 
sanь	f. i		Old Polish:	sani	[Nompf i]	sanь 
sanь	f. i		Serbo-Croatian:	sȁoni	[Nompf i]	sanь 
sanь	f. i		Slovene:	sanȋ	[Nompf i]	sanь 
sanь	f. i		Lithuanian:	šónas	[m o]	sanь 
sanь	f. i		Latvian:	sãns	[m o]	sanь 
sèdmъ	num. o		sèdmъ 		Grammatical information: num. o 	sèdmъ 
sèdmъ	num. o		Old Church Slavic:	sedmъ	[num o]	sèdmъ 
sèdmъ	num. o		Russian:	sed'mój	[num o]	sèdmъ 
sèdmъ	num. o		Czech:	sedmý	[num o]	sèdmъ 
sèdmъ	num. o		Old Czech:	sédmý	[num o]	sèdmъ 
sèdmъ	num. o		Slovak:	siedmy	[num o]	sèdmъ 
sèdmъ	num. o		Polish:	siódmy	[num o]	sèdmъ 
sèdmъ	num. o		Serbo-Croatian:	sȇdmī	[num o]	sèdmъ 
sèdmъ	num. o		Slovene:	sę́dmi	[num o]	sèdmъ 
sèdmъ	num. o		Bulgarian:	sédmi	[num o]	sèdmъ 
sèdmъ	num. o		Lithuanian:	septiñtas	[num]	sèdmъ 
sèdmъ	num. o		Latvian:	septîts	[num]	sèdmъ 
sèdmъ	num. o		Old Prussian:	septmas	[num]	sèdmъ 
sèdmъ	num. o		Other cognates:	saptátha-	[num]	sèdmъ 
sèdmь	num.	b	sèdmь 		Grammatical information: num. 	sèdmь 
sèdmь	num.	b	Grammatical information:		Accent paradigm: b 	sèdmь 
sèdmь	num.	b	Old Church Slavic:	sedmь	[num i]	sèdmь 
sèdmь	num.	b	Russian:	sem'	[num i]	sèdmь 
sèdmь	num.	b	Czech:	sedm	[num]	sèdmь 
sèdmь	num.	b	Slovak:	sedem	[num]	sèdmь 
sèdmь	num.	b	Polish:	siedem	[num jo]	sèdmь 
sèdmь	num.	b	Slovincian:	sė̂tĕm	[num]	sèdmь 
sèdmь	num.	b	Upper Sorbian:	sydom	[num]	sèdmь 
sèdmь	num.	b	Lower Sorbian:	sedym	[num]	sèdmь 
sèdmь	num.	b	Serbo-Croatian:	sȅdam	[num]	sèdmь 
sèdmь	num.	b	Slovene:	sę́dǝm	[num]	sèdmь 
sèdmь	num.	b	Bulgarian:	sédem	[num]	sèdmь 
sèdmь	num.	b	Lithuanian:	septynì	[num]	sèdmь 
sèdmь	num.	b	Latvian:	septin̨i	[num]	sèdmь 
sèdmь	num.	b	Other cognates:	sápta	[num]	sèdmь 
sérn̨ь	m. o; m jo	b	sérnъ; sérn̨ь 		Grammatical information: m. o; m jo 	sérnъ; sérn̨ь 
sérn̨ь	m. o; m jo	b	Grammatical information:		Accent paradigm: b 	sérnъ; sérn̨ь 
sérn̨ь	m. o; m jo	b	Church Slavic:	srěnъ	[adj o]	sérnъ; sérn̨ь 
sérn̨ь	m. o; m jo	b	Russian:	serën	[m o]	sérnъ; sérn̨ь 
sérn̨ь	m. o; m jo	b	Ukrainian:	serén	[m o]	sérnъ; sérn̨ь 
sérn̨ь	m. o; m jo	b	Czech:	střín	[m o]	sérnъ; sérn̨ь 
sérn̨ь	m. o; m jo	b	Slovak:	srieň	[m jo]	sérnъ; sérn̨ь 
sérn̨ь	m. o; m jo	b	Polish:	szron	[m o]	sérnъ; sérn̨ь 
sérn̨ь	m. o; m jo	b	Slovene:	srẹ̑n	[m o]	sérnъ; sérn̨ь 
sérn̨ь	m. o; m jo	b	Lithuanian:	šerkšnas	[m o]	sérnъ; sérn̨ь 
sérn̨ь	m. o; m jo	b	Latvian:	sę̄rsna	[f ā]	sérnъ; sérn̨ь 
sérn̨ь	m. o; m jo	b	Other cognates:	hjarn	[n]	sérnъ; sérn̨ь 
sérnъ	m. o; m jo	b	sérnъ; sérn̨ь 		Grammatical information: m. o; m jo 	sérnъ; sérn̨ь 
sérnъ	m. o; m jo	b	Grammatical information:		Accent paradigm: b 	sérnъ; sérn̨ь 
sérnъ	m. o; m jo	b	Church Slavic:	srěnъ	[adj o]	sérnъ; sérn̨ь 
sérnъ	m. o; m jo	b	Russian:	serën	[m o]	sérnъ; sérn̨ь 
sérnъ	m. o; m jo	b	Ukrainian:	serén	[m o]	sérnъ; sérn̨ь 
sérnъ	m. o; m jo	b	Czech:	střín	[m o]	sérnъ; sérn̨ь 
sérnъ	m. o; m jo	b	Slovak:	srieň	[m jo]	sérnъ; sérn̨ь 
sérnъ	m. o; m jo	b	Polish:	szron	[m o]	sérnъ; sérn̨ь 
sérnъ	m. o; m jo	b	Slovene:	srẹ̑n	[m o]	sérnъ; sérn̨ь 
sérnъ	m. o; m jo	b	Lithuanian:	šerkšnas	[m o]	sérnъ; sérn̨ь 
sérnъ	m. o; m jo	b	Latvian:	sę̄rsna	[f ā]	sérnъ; sérn̨ь 
sérnъ	m. o; m jo	b	Other cognates:	hjarn	[n]	sérnъ; sérn̨ь 
sě̀jati	v.	a	sě̀ti I; sě̀jati I 		Grammatical information: v. 	I.
sě̀jati	v.	a	Grammatical information:		Accent paradigm: a 	I.
sě̀jati	v.	a	Old Church Slavic:	sěti	[verb]	I.
sě̀jati	v.	a	Russian:	séjat'	[verb]	I.
sě̀jati	v.	a	Czech:	síti	[verb]	I.
sě̀jati	v.	a	Slovak:	siat'	[verb]	I.
sě̀jati	v.	a	Polish:	siać	[verb]	I.
sě̀jati	v.	a	Upper Sorbian:	syć	[verb]	I.
sě̀jati	v.	a	Lower Sorbian:	seś	[verb]	I.
sě̀jati	v.	a	Serbo-Croatian:	sȉjati	[verb]	I.
sě̀jati	v.	a	Slovene:	sẹjáti	[verb]	I.
sě̀jati	v.	a	Bulgarian:	séja	[verb]	I.
sě̀jati	v.	a	Lithuanian:	sė́ti	[verb]	I.
sě̀jati	v.	a	Latvian:	sẽt	[verb]	I.
sě̀jati	v.	a	Other cognates:	serere	[verb]	I.
sě̀jati	v.	a	sě̀ti II; sě̀jati II 	serere	Grammatical information: v. 	I.
sě̀jati	v.	a	Grammatical information:	serere	Accent paradigm: a 	I.
