oklam	[ˈoklam]
vládkyně	[ˈvlaːtkɪɲɛ]
vládní	[ˈvlaːdɲiː]
vládnout	[ˈvlaːdnou̯t]
Vladěna	[ˈvlaɟɛna]
vlajka	[ˈvlajka]
vlajkový	[ˈvlajkoviː]
vlak	/vlak/
vláknina	[ˈvlaːkɲɪna]
vlákno	[ˈvlaːkno]
vlas	/vlas/
vlasatý	[ˈvlasatiː]
vlasec	[ˈvlasɛt͡s]
vlásečnice	[ˈvlaːsɛt͡ʃɲɪt͡sɛ]
vlast	[ˈvlast]
Vlasta	[Ëˆvlasta]
vlastenec	[ˈvlastɛnɛt͡s]
vlastenecký	[ˈvlastɛnɛt͡skiː]
vlastenectví	[ˈvlastɛnɛt͡stviː]
Vlastík	[ˈvlasciːk]
Vlastimil	[ˈvlascɪmɪl]
Vlastinka	[ˈvlascɪŋka]
Vlastislav	[ˈvlascɪslaf]
vlastizrada	[ˈvlascɪzrada]
Vlastička	[ˈvlascɪt͡ʃka]
vlastní	/ˈvlastɲiː/
vlastní jméno	[vlastɲiː jmɛːno]
vlastní podmnožina	[vlastɲiː podm̩noʒɪna]
vlastní směnka	[vlastɲiː sm̩ɲɛŋka]
vlastnictví	/vlastɲɪtstviː/
vlastník	/vlastɲiːk/
vlastnit	[ˈvlastɲɪt]
vlastnost	[ˈvlastnost]
vlastně	[ˈvlastɲɛ]
vlasy	[ˈvlasɪ]
vláček	[ˈvlaːt͡ʃɛk]
vláčkodráha	[ˈvlaːt͡ʃkodraːɦa]
Vláďa	[ˈvlaːɟa]
vlaštovka	[ˈvlaʃtofka]
vlaštovčí	[ˈvlaʃtoft͡ʃiː]
vlažný	[ˈvlaʒniː]
vléci	[ˈvlɛːt͡sɪ]
vléct	[ˈvlɛːt͡st]
vlek	[ˈvlɛk]
vlevo	/ˈvlɛvo/
vlezdoprdelista	[ˈvlɛzdopr̩dɛlɪsta]
vlezdoprdelka	[ˈvlɛzdopr̩dɛlka]
vlézt na záda	[vlɛːst na zaːda]
vlh	[ˈvl̩x]
vlha	[vl̩ɦa]
vlhkoměr	[ˈvl̩xkomɲɛr]
vlhkost	[ˈvl̩xkost]
vlhký	[ˈvl̩xkiː]
vlhnout	[ˈvl̩ɦnou̯t]
vlhovec	[ˈvl̩ɦovɛt͡s]
vlídný	[ˈvliːdniː]
vliv	[ˈvlɪf]
vlivný	[ˈvlɪvniː]
vlk	/vl̩k/
vlkodlak	[ˈvl̩kodlak]
vlkodlačí	[ˈvl̩kodlat͡ʃiː]
vlkouš	[ˈvl̩kou̯ʃ]
vlna	[ˈvl̩na]
vlnka	[ˈvln̩ka]
vlnolam	[ˈvl̩nolam]
vlnovka	[ˈvl̩nofka]
vloni	/ˈvloɲɪ/
vloupání	[ˈvlou̯paːɲiː]
vloupat	[ˈvlou̯pat]
vločka	[vlɔt͡ʃka]
vločkovník	[vloktʃovniːk]
vložit	[ˈvloʒɪt]
Vltava	[ˈvl̩tava]
vlčák	[ˈvl̩t͡ʃaːk]
vlče	[ˈvl̩t͡ʃɛ]
Vlček	[ˈvl̩t͡ʃɛk]
vlček	[ˈvl̩t͡ʃɛk]
vlčí	[ˈvl̩t͡ʃiː]
vlčice	[ˈvl̩t͡ʃɪt͡sɛ]
vmáčknout	[ˈvmaːt͡ʃknou̯t]
vměšování	/ˈvmjɛʃovaːɲiː/
vměšovat	/ˈvmjɛʃovat/
vnímání	[ˈvɲiːmaːɲiː]
vnímat	[ˈvɲiːmat]
vnitroblok	[ˈvɲɪtroblok]
vnitropolitický	[ˈvɲɪtropolɪtɪt͡skiː]
vnitrozemí	[ˈvɲɪtrozɛmiː]
vnitrozemský	/vɲɪtrɔzɛmskiː/
vnitřek	[ˈvɲɪtr̝̊ɛk]
vnitřní	[ˈvɲɪtr̝̊ɲiː]
vnitřní nepřítel	[vɲɪtr̝̊ɲiː nɛpr̝̊iːtɛl]
vnitřní tříčtvrtka	/ˈvɲɪtr̝̊ɲiː ˈtr̝̊iːt͡ʃtvr̩tka/
vnitřní ucho	[vɲɪtr̝̊ɲiː uxo]
vnitřní úhel	[vɲɪtr̝̊ɲiː uːɦɛl]
vnoučátko	[ˈvnou̯t͡ʃaːtko]
vnouče	[ˈvnou̯t͡ʃɛ]
vnouček	[ˈvnou̯t͡ʃɛk]
vnucovat	[ˈvnut͡sovat]
vnucujíc	[ˈvnut͡sujiːt͡s]
vnuk	[ˈvnuk]
vnuknout	[ˈvnuknou̯t]
vnutivši	[ˈvnucɪfʃɪ]
vnučka	[ˈvnut͡ʃka]
vně	/vɲɛ/
vnějšek	[ˈvɲɛjʃɛk]
vnější	[ˈvɲɛjʃiː]
vnější tříčtvrtka	/ˈvɲɛjʃiː ˈtr̝̊iːt͡ʃtvr̩tka/
vnější ucho	[vɲɛjʃiː uxo]
vnější úhel	[vɲɛjʃiː uːɦɛl]
vod	[Ëˆvot]
voda	/ˈvoda/
vodách	[ˈvodaːx]
vodám	[ˈvodaːm]
vodami	[ˈvodamɪ]
vodí	[ˈvoɟiː]
vodík	[ˈvoɟiːk]
vodíkový	[ˈvoɟiːkoviː]
vodím	[ˈvoɟiːm]
vodit	[ˈvoɟɪt]
vodíte	[ˈvoɟiːtɛ]
vodítko	[ˈvoɟiːtko]
vodič	[ˈvoɟɪt͡ʃ]
vodička	[ˈvoɟɪt͡ʃka]
Vodičkův	[ˈvoɟɪt͡ʃkuːf]
vodíš	[ˈvoɟiːʃ]
Vodnář	[ˈvodnaːr̝̊]
vodní	/ˈvodɲiː/
vodní dělo	[vodɲiː ɟɛlo]
vodní hodiny	[vodɲiː ɦoɟɪnɪ]
vodní nádrž	[vodɲiː naːdr̩ʃ]
vodní pólista	[vodɲiː poːlɪsta]
vodní pólo	[vodɲiː poːlo]
vodní příkop	[vodɲiː pr̝̊iːkop]
vodní skútr	[vodɲiː skuːtr̩]
vodnice	[ˈvodɲɪt͡sɛ]
vodník	[ˈvodɲiːk]
vodo	[Ëˆvodo]
vodojem	[ˈvodojɛm]
vodoléčba	[ˈvodolɛːd͡ʒba]
vodoměr	[ˈvodomɲɛr]
vodopád	[ˈvodopaːt]
vodorovnost	[ˈvodorovnost]
vodorovný	[ˈvodorovniː]
vodorovně	[ˈvodorovɲɛ]
vodotěsný	[ˈvodocɛsniː]
vodou	[ˈvodou̯]
vodouš	[vodouʃ]
vodováha	[ˈvodovaːɦa]
vodovod	[ˈvodovot]
vodstvo	[ˈvotstvo]
vodu	[Ëˆvodu]
vody	[ˈvodɪ]
vodě	[ˈvoɟɛ]
voděn	[ˈvoɟɛn]
voděna	[ˈvoɟɛna]
voděnka	[ˈvoɟɛŋka]
Vogézy	[ˈvoɡɛːzɪ]
voják	[ˈvojaːk]
vojenská akademie	[vojɛnskaː akadɛmɪjɛ]
vojenská přehlídka	[vojɛnskaː pr̝̊ɛɦliːtka]
vojenská strategie	[vojɛnskaː stratɛɡɪjɛ]
vojenská taktika	[vojɛnskaː taktɪka]
vojenský	[ˈvojɛnskiː]
vojín	[ˈvojiːn]
vojna	[ˈvojna]
Vojta	[ˈvojta]
Vojtík	[ˈvojciːk]
Vojtíšek	[ˈvojciːʃɛk]
Vojtěch	[ˈvojcɛx]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
Vojtěška	[ˈvojcɛʃka]
Vojtěščin	[ˈvojcɛʃt͡ʃɪn]
vokabulář	[ˈvokabulaːr̝̊]
vokál	[ˈvokaːl]
vokalický	[ˈvokalɪt͡skiː]
vokativ	[ˈvokatɪf]
vokativní	[ˈvokatɪvɲiː]
vokoun	[ˈvokou̯n]
vol	[Ëˆvol]
vola	[ˈvola]
volá	[ˈvolaː]
volám	[ˈvolaːm]
voláme	[ˈvolaːmɛ]
volán	[ˈvolaːn]
volána	[ˈvolaːna]
voláni	[ˈvolaːɲɪ]
volání	[ˈvolaːɲiː]
voláno	[ˈvolaːno]
volant	/ˈvolant/
volány	[ˈvolaːnɪ]
volat	/ˈvolat/
volata	[Ëˆvolata]
voláte	[ˈvolaːtɛ]
volaty	[ˈvolatɪ]
volavka	/ˈvolafka/
volavčí	[ˈvolaft͡ʃiː]
voláš	[ˈvolaːʃ]
volba	[ˈvolba]
vole	/ˈvɔlɛ/
volební	[ˈvolɛbɲiː]
volech	[ˈvolɛx]
volej	[ˈvolɛj]
volejbal	/vɔlɛjbal/
volejbalista	/vɔlɛjbalɪsta/
volem	[ˈvolɛm]
volen	[ˈvolɛn]
volena	[ˈvolɛna]
voleni	[ˈvolɛɲɪ]
voleno	[ˈvolɛno]
volete	[ˈvolɛtɛ]
voleti	[ˈvolɛcɪ]
Volha	[ˈvolɦa]
voli	[ˈvolɪ]
volí	[ˈvoliː]
volíce	[ˈvoliːt͡sɛ]
volila	[ˈvolɪla]
volím	[ˈvoliːm]
volit	/ˈvolɪt/
volíte	[ˈvoliːtɛ]
volitel	[ˈvolɪtɛl]
volitelnost	[ˈvolɪtɛlnost]
volitelný	[ˈvolɪtɛlniː]
volič	[ˈvolɪt͡ʃ]
voliči	[ˈvolɪt͡ʃɪ]
volíš	[ˈvoliːʃ]
volky nevolky	[volkɪ nɛvolkɪ]
volme	[ˈvolmɛ]
volná	[ˈvolnaː]
volná proměnná	[volnaː promɲɛnaː]
volnost	[ˈvolnost]
volnočasový	[ˈvolnot͡ʃasoviː]
volný	/ˈvolniː/
volný pád	[volniː paːt]
volný trh	[volniː tr̩x]
volný čas	[volniː t͡ʃas]
volně	[ˈvolɲɛ]
volně vázaný	[volɲɛ vaːzaniː]
volové	[ˈvolovɛː]
volovi	[ˈvolovɪ]
volské oko	[volskɛː oko]
volt	[ˈvolt]
volta	[ˈvolta]
volte	[ˈvoltɛ]
volu	[ˈvolu]
volů	[ˈvoluː]
volům	[ˈvoluːm]
voluta	[ˈvoluta]
voly	[ˈvolɪ]
voman	[ˈvoman]
vonět	/ˈvoɲɛt/
vor	[ˈvor]
vore	[ˈvorɛ]
vorech	[ˈvorɛx]
vorem	[ˈvorɛm]
Vorlíček	[ˈvorliːt͡ʃɛk]
Voroněž	[ˈvoroɲɛʃ]
voru	[Ëˆvoru]
vorů	[ˈvoruː]
vorům	[ˈvoruːm]
vorvaní	[ˈvorvaɲiː]
vorvaň	[ˈvorvaɲ]
vory	[ˈvorɪ]
vosa	[ˈvosa]
vosk	[ˈvosk]
voskované plátno	[voskovanɛː plaːtno]
voskovaný	[ˈvoskovaniː]
voskovat	[ˈvoskovat]
voskovka	[ˈvoskofka]
vosku	[ˈvosku]
Votíková	[ˈvociːkovaː]
vous	[ˈvou̯s]
vousatý	[ˈvou̯satiː]
vouse	[ˈvou̯sɛ]
vousem	[ˈvou̯sɛm]
vousu	[ˈvou̯su]
vousů	[ˈvou̯suː]
vousy	[ˈvou̯sɪ]
vozataj	[ˈvozataj]
voze	[ˈvozɛ]
vozech	[ˈvozɛx]
vozem	[ˈvozɛm]
vozhřivka	[ˈvozɦr̝ɪfka]
vozíc	[ˈvoziːt͡s]
vozidlo	[ˈvozɪdlo]
vozík	[ˈvoziːk]
vozit	[ˈvozɪt]
vozíček	[ˈvoziːt͡ʃɛk]
vozíčkář	[ˈvoziːt͡ʃkaːr̝̊]
vozovka	[ˈvozofka]
vozu	[ˈvozu]
vozů	[ˈvozuː]
vozům	[ˈvozuːm]
vozy	[ˈvozɪ]
voď	[ˈvoc]
voňavka	[ˈvoɲafka]
voňavkářství	[ˈvoɲafkaːr̝̊stviː]
voňavý	/ˈvɔɲaviː/
Voňková	[ˈvoɲkovaː]
Voříšek	[ˈvor̝iːʃɛk]
voříšek	[ˈvor̝iːʃɛk]
vpona	[ˈfpona]
vpravo	/ˈvpravo/
vpřed	[ˈfpr̝̊ɛt]
vra	[ˈvra]
vrabec	[ˈvrabɛt͡s]
vrabčí	[ˈvrapt͡ʃiː]
vrácení	[ˈvraːt͡sɛɲiː]
vracet	/ˈvraːt͡sɛt/
vrah	[ˈvrax]
vrahoun	[ˈvraɦou̯n]
vrahův	[ˈvraɦuːf]
vran	[ˈvran]
vrána	/vraːna/
vrána k vráně sedá	[vraːna kvraːɲɛ sɛdaː]
vraní	[ˈvraɲiː]
vrása	[ˈvraːsa]
vráska	[ˈvraːska]
vrásnění	[ˈvraːsɲɛɲiː]
Vratislav	[ˈvracɪslaf]
vrátit	/ˈvraːcɪt/
vratič	[ˈvracɪt͡ʃ]
vratký	[ˈvratkiː]
vrátník	[ˈvraːtɲiːk]
vratnost	[ˈvratnost]
vratný	[ˈvratniː]
vrazit	[ˈvrazɪt]
Vráťa	[ˈvraːca]
vražda	[ˈvraʒda]
vraždit	[ˈvraʒɟɪt]
vražedkyně	[ˈvraʒɛtkɪɲɛ]
vražednice	[ˈvraʒɛdɲɪt͡sɛ]
vražedný	[ˈvraʒɛdniː]
vrážet	[ˈvraːʒɛt]
vrba	[ˈvr̩ba]
vrch	[ˈvr̩x]
vrchol	[ˈvr̩xol]
vrcholek	[ˈvr̩xolɛk]
vrcholový úhel	[vr̩xoloviː uːɦɛl]
vrchovatý	[ˈvr̩xovatiː]
vrchovina	[ˈvr̩xovɪna]
vrh	/vr̩x/
vrh koulí	[vr̩x kou̯liː]
vrhcáby	/vr̩xtsaːbɪ/
vrhl	[ˈvr̩ɦl̩]
vrhnout	[ˈvr̩ɦnou̯t]
vrkat	[ˈvr̩kat]
vrknout	[ˈvr̩knou̯t]
vrkot	[ˈvr̩kot]
vrkú	[ˈvr̩kuː]
vrozený	[ˈvrozɛniː]
vrstevnice	[ˈvr̩stɛvɲɪt͡sɛ]
vrstevník	[ˈvr̩stɛvɲiːk]
vrstva	[ˈvr̩stva]
vrt	/vr̩t/
vrták	[ˈvr̩taːk]
vrtat	[ˈvr̩tat]
vrtačka	[ˈvr̩tat͡ʃka]
vrte	[ˈvr̩tɛ]
vrtule	[ˈvr̩tulɛ]
vrtulník	[ˈvr̩tulɲiːk]
vrtě	[ˈvr̩cɛ]
vrtět	[ˈvr̩cɛt]
vrub	[ˈvrup]
vrut	[ˈvrut]
vršek	[ˈvr̩ʃɛk]
vsadit	[ˈfsaɟɪt]
Vsetín	[ˈfsɛciːn]
vsi	[ˈfsɪ]
vsí	[ˈfsiː]
vsím	[ˈfsiːm]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
vstát	[ˈfstaːt]
vstávat	[ˈfstaːvat]
vstoupit	[ˈfstou̯pɪt]
vstup	/fstup/
vstupenka	/ˈfstupɛŋka/
vstupní pole	[fstupɲiː polɛ]
vstupovat	[ˈfstupovat]
vstřebat	[ˈfstr̝̊ɛbat]
vstříc	[ˈfstr̝̊iːt͡s]
vstřícnost	[ˈfstr̝̊iːt͡snost]
vstřícný	[ˈfstr̝̊iːt͡sniː]
vteřina	[ˈftɛr̝ɪna]
vtip	[ˈfcɪp]
vtipálek	[ˈfcɪpaːlɛk]
vtípek	[ˈfciːpɛk]
vtipkovat	[ˈfcɪpkovat]
vtipný	/ˈvcɪpniː/
vtipně	[ˈfcɪpɲɛ]
vtělit	[ˈfcɛlɪt]
vůbec	/ˈvuːbɛt͡s/
vůdce	[ˈvuːt͡sɛ]
vůdcovství	[ˈvuːt͡sofstviː]
vůdcův	[ˈvuːt͡suːf]
vůdkyně	[ˈvuːtkɪɲɛ]
vůl	/vuːl/
vůle	[ˈvuːlɛ]
vůli	[ˈvuːlɪ]
vůlí	[ˈvuːliː]
vulkán	[ˈvulkaːn]
vulkanický	[ˈvulkanɪt͡skiː]
vulkanolog	[ˈvulkanolok]
vulkanologický	[ˈvulkanoloɡɪt͡skiː]
vulkanologie	[ˈvulkanoloɡɪjɛ]
vůni	[ˈvuːɲɪ]
vůně	[ˈvuːɲɛ]
vůz	/vuːs/
vůči	[ˈvuːt͡ʃɪ]
vůčihledně	[ˈvuːt͡ʃɪɦlɛdɲɛ]
vuřt	[ˈvur̝̊t]
	/vɪ/
vyautovaný	[ˈvɪau̯tovaniː]
vybarvit	/ˈvɪbarvɪt/
vybavení	[ˈvɪbavɛɲiː]
vybavený	[ˈvɪbavɛniː]
vybavit	[ˈvɪbavɪt]
vybavovat	[ˈvɪbavovat]
vybírat	/ˈvɪbiːrat/
vybíravost	[ˈvɪbiːravost]
vybíravý	[ˈvɪbiːraviː]
vyblivši	[ˈvɪblɪfʃɪ]
vybodnout	[ˈvɪbodnou̯t]
výboj	[ˈviːboj]
výbor	[ˈviːbor]
výborný	/ˈviːbɔrniː/
vybouchnout	[ˈvɪbou̯xnou̯t]
vybraný	[ˈvɪbraniː]
vybrat	/ˈvɪbrat/
vybreptat	[ˈvɪbrɛptat]
vybreptat to	[vɪbrɛptat to]
výbuch	[ˈviːbux]
vybuchnout	[ˈvɪbuxnou̯t]
vybumbat	[ˈvɪbumbat]
výbušnina	[ˈviːbuʃɲɪna]
výbušný	[ˈviːbuʃniː]
výběr	[ˈviːbjɛr]
výběrový průměr	[viːbjɛroviː pruːmɲɛr]
vycházet	[ˈvɪxaːzɛt]
vycházka	[ˈvɪxaːska]
východ	[ˈviːxot]
východní	/ˈviːxodɲiː/
Východní Timor	[viːxodɲiː tɪmor]
východně	[ˈviːxodɲɛ]
Východoevropan	[ˈviːxodoɛvropan]
východoevropský	[ˈviːxodoɛvropskiː]
východoslovanský	[ˈviːxodoslovanskiː]
východotimorský	[ˈviːxodotɪmorskiː]
Východotimořan	[ˈviːxodotɪmor̝an]
východočeský	[ˈviːxodot͡ʃɛskiː]
východořímský	[ˈviːxodor̝iːmskiː]
výchova	[ˈviːxova]
vychovat	[ˈvɪxovat]
vychovávat	[ˈvɪxovaːvat]
výchovný	[ˈviːxovniː]
vychutnat	[ˈvɪxutnat]
vychutnávat	[ˈvɪxutnaːvat]
vychytralý	[ˈvɪxɪtraliː]
vycpat	[ˈvɪt͡spat]
vycucat z prstu	[vɪt͡sut͡sat spr̩stu]
výcvik	[ˈviːt͡svɪk]
výdaj	[ˈviːdaj]
vydání	[ˈvɪdaːɲiː]
vydat	[ˈvɪdat]
vydávat	[ˈvɪdaːvat]
vydavatel	[ˈvɪdavatɛl]
výdech	[ˈviːdɛx]
výdechoměr	[ˈviːdɛxomɲɛr]
vyder	[ˈvɪdɛr]
vydírání	[ˈvɪɟiːraːɲiː]
vydírat	[ˈvɪɟiːrat]
vydra	[ˈvɪdra]
Vydra	[ˈvɪdra]
vydrách	[ˈvɪdraːx]
vydrám	[ˈvɪdraːm]
vydrami	[ˈvɪdramɪ]
vydro	[ˈvɪdro]
vydrou	[ˈvɪdrou̯]
vydru	[ˈvɪdru]
vydry	[ˈvɪdrɪ]
výdrž	[ˈviːdr̩ʃ]
vydržet	[ˈvɪdr̩ʒɛt]
vydědit	[ˈvɪɟɛɟɪt]
vydědění	[ˈvɪɟɛɟɛɲiː]
vydělaný	[ˈvɪɟɛlaniː]
vydělat	/ˈvɪɟɛlaːt/
vydělávat	/ˈvɪɟɛlaːvat/
výdělek	[ˈviːɟɛlɛk]
výdělečný	[ˈviːɟɛlɛt͡ʃniː]
vyděrač	/vɪɟɛratʃ/
vyděsit	/vɪɟɛsɪt/
vyděšený	[ˈvɪɟɛʃɛniː]
vydře	[ˈvɪdr̝ɛ]
vydří	[ˈvɪdr̝iː]
vyfiltrovat	[ˈvɪfɪltrovat]
výfuk	/ˈviːfuk/
vyhazov	[ˈvɪɦazof]
výherce	[ˈviːɦɛrt͡sɛ]
výherkyně	[ˈviːɦɛrkɪɲɛ]
vyhlásit	[ˈvɪɦlaːsɪt]
vyhlazování	[ˈvɪɦlazovaːɲiː]
vyhláška	[ˈvɪɦlaːʃka]
vyhlašovat	[ˈvɪɦlaʃovat]
výhled	[ˈviːɦlɛt]
vyhledat	/ˈvɪɦlɛˌdat/
vyhledav	[ˈvɪɦlɛdaf]
vyhledávaje	[ˈvɪɦlɛdaːvajɛ]
vyhledávajíc	[ˈvɪɦlɛdaːvajiːt͡s]
vyhledávat	[ˈvɪɦlɛdaːvat]
vyhledávač	[ˈvɪɦlɛdaːvat͡ʃ]
vyhledavši	[ˈvɪɦlɛdafʃɪ]
vyhlídka	[ˈvɪɦliːtka]
vyhnanec	[ˈvɪɦnanɛt͡s]
vyhnanství	[ˈvɪɦnanstviː]
vyhnat	[ˈvɪɦnat]
vyhnout	[ˈvɪɦnou̯t]
vyhnutelný	[ˈvɪɦnutɛlniː]
výhoda	[ˈviːɦoda]
vyhodit	[ˈvɪɦoɟɪt]
vyhodit do povětří	[vɪɦoɟɪt do povjɛtr̝̊iː]
vyhodíte ho dveřmi a vrátí se oknem	[vɪɦoɟiːtɛ ɦo dvɛr̝mɪ avraːciː sɛ oknɛm]
vyhodnocení	[ˈvɪɦodnot͡sɛɲiː]
vyhodnocovat	[ˈvɪɦodnot͡sovat]
vyhodnotit	[ˈvɪɦodnocɪt]
výhodný	[ˈviːɦodniː]
výhonek	[ˈviːɦonɛk]
vyhostit	[ˈvɪɦoscɪt]
vyhovovat	[ˈvɪɦovovat]
vyhovující	[ˈvɪɦovujiːt͡siː]
vyhovět	[ˈvɪɦovjɛt]
vyhoření	[ˈvɪɦor̝ɛɲiː]
výhra	[ˈviːɦra]
výhrada	[ˈviːɦrada]
vyhradit	[ˈvɪɦraɟɪt]
výhradní	[ˈviːɦradɲiː]
vyhrát	/ˈvɪɦraːt/
vyhrávat	/ˈvɪɦraːvat/
vyhrazený	[ˈvɪɦrazɛniː]
vyhrnout	[ˈvɪɦr̩nou̯t]
vyhrožovat	[ˈvɪɦroʒovat]
vyhýbat se něčemu jako moru	[vɪɦiːbat sɛ ɲɛt͡ʃɛmu jako moru]
výhybka	[ˈviːɦɪpka]
vyhynout	[ˈvɪɦɪnou̯t]
vyhynulý	[ˈvɪɦɪnuliː]
vyhynutí	[ˈvɪɦɪnuciː]
vyjádření	[ˈvɪjaːdr̝ɛɲiː]
vyjádřit	/ˈvɪjaːdr̝ɪt/
vyjádřitelný	[ˈvɪjaːdr̝ɪtɛlniː]
vyjadřovat	/ˈvɪjadr̝ovat/
vyjednat	[ˈvɪjɛdnat]
vyjednávání	[ˈvɪjɛdnaːvaːɲiː]
vyjednávat	[ˈvɪjɛdnaːvat]
vyjednavač	[ˈvɪjɛdnavat͡ʃ]
vyjednávač	[ˈvɪjɛdnaːvat͡ʃ]
výjimečný	[ˈviːjɪmɛt͡ʃniː]
výjimečně	[ˈviːjɪmɛt͡ʃɲɛ]
výjimka	[ˈviːjɪmka]
vyjít	[ˈvɪjiːt]
vyjma	[ˈvɪjma]
vyjmenovat	[ˈvɪjmɛnovat]
vyjmout	[ˈvɪjmou̯t]
vykadit	[ˈvɪkaɟɪt]
vykakat	[ˈvɪkakat]
výkal	[ˈviːkal]
vykálet	[ˈvɪkaːlɛt]
vykastrovat	[ˈvɪkastrovat]
vykat	[ˈvɪkat]
vykašlat	[ˈvɪkaʃlat]
výklad	[ˈviːklat]
vykládat	[ˈvɪklaːdat]
vykloubit	[ˈvɪklou̯bɪt]
vyklubat	[ˈvɪklubat]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
vykolejení	[ˈvɪkolɛjɛɲiː]
vykolejit	[ˈvɪkolɛjɪt]
výkon	[ˈviːkon]
výkonnost	[ˈviːkonost]
výkonný	[ˈviːkoniː]
výkonný ředitel	[viːkoniː r̝ɛɟɪtɛl]
výkonnější	[ˈviːkoɲɛjʃiː]
výkop	[ˈviːkop]
vykoupení	[ˈvɪkou̯pɛɲiː]
vykoupit	[ˈvɪkou̯pɪt]
vykoupivše	/ˈvɪkɔʊ̯pɪfʃɛ/
vykrvácet	[ˈvɪkr̩vaːt͡sɛt]
výkupné	[ˈviːkupnɛː]
vykvajznout	/ˈvɪkvaɪ̯znɔʊ̯t sɛ/
vykváknout	[ˈvɪkvaːknou̯t]
výkřik	[ˈviːkr̝̊ɪk]
vykřiknout	[ˈvɪkr̝̊ɪknou̯t]
vykřikovat	[ˈvɪkr̝̊ɪkovat]
vykřičený dům	[vɪkr̝̊ɪt͡ʃɛniː duːm]
vykřičník	[ˈvɪkr̝̊ɪt͡ʃɲiːk]
vylekat	[ˈvɪlɛkat]
vylepšit	[ˈvɪlɛpʃɪt]
vylepšovat	[ˈvɪlɛpʃovat]
výlet	[ˈviːlɛt]
vyletět do povětří	[vɪlɛcɛt do povjɛtr̝̊iː]
vyletět nahoru	[vɪlɛcɛt naɦoru]
vyléčit	[ˈvɪlɛːt͡ʃɪt]
vyléčitelný	[ˈvɪlɛːt͡ʃɪtɛlniː]
vylíhnout	[ˈvɪliːɦnou̯t]
vylít vaničku i s dítětem	[vɪliːt vaɲɪt͡ʃku ɪs ɟiːcɛtɛm]
vylíčit	[ˈvɪliːt͡ʃɪt]
vylodit	[ˈvɪloɟɪt]
vyloučit	[ˈvɪlou̯t͡ʃɪt]
vyložený	[ˈvɪloʒɛniː]
vyložit	[ˈvɪloʒɪt]
vylučovací soustava	[vɪlut͡ʃovat͡siː sou̯stava]
vylučování	[ˈvɪlut͡ʃovaːɲiː]
vylučovat	[ˈvɪlut͡ʃovat]
vymámit	[ˈvɪmaːmɪt]
vymanit	[ˈvɪmaɲɪt]
Výmar	[ˈviːmar]
vymazat	[ˈvɪmazat]
vymaštěnec	[ˈvɪmaʃcɛnɛt͡s]
vymaštěný	[ˈvɪmaʃcɛniː]
vymezení	[ˈvɪmɛzɛɲiː]
vymezovat	[ˈvɪmɛzovat]
vymknout z ruky	[vɪmknou̯t zrukɪ]
výmluva	[ˈviːmluva]
výmol	[ˈviːmol]
vymotat	[ˈvɪmotat]
vymotávat	[ˈvɪmotaːvat]
výmysl	[ˈviːmɪsl̩]
vymyslet	[ˈvɪmɪslɛt]
